school_name,major_name,description
新疆大学,生态学,学科评估：C+
新疆大学,地理学,学科评估：C+
新疆大学,新闻传播学,学科评估：C-
新疆大学,政治学,学科评估：C-
上海大学,美术学,学科评估：A-
上海大学,社会学,学科评估：A-
上海大学,戏剧与影视学,学科评估：B+
上海大学,新闻传播学,学科评估：B+
上海大学,数学,学科评估：B+
上海大学,机械工程,学科评估：B+
上海大学,材料科学与工程,学科评估：B+
上海大学,力学,学科评估：B+
上海大学,马克思主义理论,学科评估：B+
上海大学,计算机科学与技术,学科评估：B
上海大学,信息与通信工程,学科评估：B
上海大学,图书情报与档案管理,学科评估：B
上海大学,冶金工程,学科评估：B
上海大学,设计学,学科评估：B
上海大学,经济学,学科评估：B
上海大学,管理科学与工程,学科评估：B
上海大学,环境科学与工程,学科评估：B
上海大学,控制科学与工程,学科评估：B
上海大学,物理学,学科评估：B
上海大学,中国语言文学,学科评估：B
上海大学,工商管理,学科评估：B-
上海大学,外国语言文学,学科评估：B-
上海大学,土木工程,学科评估：B-
上海大学,世界史,学科评估：B-
上海大学,软件工程,学科评估：B-
上海大学,法学,学科评估：C+
上海大学,化学工程与技术,学科评估：C+
上海大学,中国史,学科评估：C+
上海大学,电气工程,学科评估：C+
上海大学,电子科学与技术,学科评估：C+
上海大学,化学,学科评估：C+
上海大学,哲学,学科评估：C
上海大学,统计学,学科评估：C
上海大学,仪器科学与技术,学科评估：C
上海大学,生物学,学科评估：C
上海大学,理论经济学,学科评估：C-
南京航空航天大学,管理科学与工程,学科评估：A-
南京航空航天大学,机械工程,学科评估：A-
南京航空航天大学,力学,学科评估：A-
南京航空航天大学,控制科学与工程,学科评估：B+
南京航空航天大学,航空宇航科学与技术,学科评估：B+
南京航空航天大学,软件工程,学科评估：B+
南京航空航天大学,电气工程,学科评估：B+
南京航空航天大学,计算机科学与技术,学科评估：B+
南京航空航天大学,马克思主义理论,学科评估：B
南京航空航天大学,工商管理,学科评估：B
南京航空航天大学,信息与通信工程,学科评估：B
南京航空航天大学,交通运输工程,学科评估：B
南京航空航天大学,材料科学与工程,学科评估：B
南京航空航天大学,动力工程及工程热物理,学科评估：B
南京航空航天大学,仪器科学与技术,学科评估：B-
南京航空航天大学,数学,学科评估：B-
南京航空航天大学,光学工程,学科评估：C+
南京航空航天大学,物理学,学科评估：C+
南京航空航天大学,外国语言文学,学科评估：C+
南京航空航天大学,土木工程,学科评估：C
南京航空航天大学,电子科学与技术,学科评估：C
南京航空航天大学,化学,学科评估：C
南京航空航天大学,生物医学工程,学科评估：C-
南京航空航天大学,核科学与技术,学科评估：C-
天津医科大学,基础医学,学科评估：B+
天津医科大学,护理学,学科评估：B
天津医科大学,药学,学科评估：B
天津医科大学,临床医学,学科评估：B
天津医科大学,口腔医学,学科评估：B-
天津医科大学,公共卫生与预防医学,学科评估：B-
天津医科大学,中西医结合,学科评估：B-
天津医科大学,生物医学工程,学科评估：C+
天津师范大学,政治学,学科评估：B+
天津师范大学,世界史,学科评估：B+
天津师范大学,心理学,学科评估：B+
天津师范大学,马克思主义理论,学科评估：B+
天津师范大学,中国语言文学,学科评估：B
天津师范大学,教育学,学科评估：B
天津师范大学,中国史,学科评估：C+
天津师范大学,外国语言文学,学科评估：C+
天津师范大学,新闻传播学,学科评估：C+
天津师范大学,法学,学科评估：C
天津师范大学,物理学,学科评估：C
天津师范大学,生物学,学科评估：C
天津师范大学,化学,学科评估：C
天津师范大学,地理学,学科评估：C
天津师范大学,图书情报与档案管理,学科评估：C-
天津师范大学,数学,学科评估：C-
天津工业大学,纺织科学与工程,学科评估：A+
天津工业大学,材料科学与工程,学科评估：B-
天津工业大学,计算机科学与技术,学科评估：B-
天津工业大学,化学工程与技术,学科评估：C+
天津工业大学,控制科学与工程,学科评估：C+
天津工业大学,环境科学与工程,学科评估：C+
天津工业大学,软件工程,学科评估：C+
天津工业大学,机械工程,学科评估：C+
天津工业大学,信息与通信工程,学科评估：C
天津工业大学,管理科学与工程,学科评估：C
天津工业大学,电子科学与技术,学科评估：C
天津工业大学,设计学,学科评估：C
天津工业大学,工商管理,学科评估：C-
天津工业大学,经济学,学科评估：C-
天津理工大学,管理科学与工程,学科评估：B
天津理工大学,计算机科学与技术,学科评估：B
天津理工大学,软件工程,学科评估：B-
天津理工大学,材料科学与工程,学科评估：B-
天津理工大学,化学工程与技术,学科评估：C+
天津理工大学,控制科学与工程,学科评估：C+
天津理工大学,工商管理,学科评估：C
天津理工大学,电子科学与技术,学科评估：C
天津理工大学,信息与通信工程,学科评估：C-
天津理工大学,光学工程,学科评估：C-
天津理工大学,电气工程,学科评估：C-
天津科技大学,轻工技术与工程,学科评估：B+
天津科技大学,食品科学与工程,学科评估：B+
天津科技大学,化学工程与技术,学科评估：C+
天津科技大学,管理科学与工程,学科评估：C
天津科技大学,药学,学科评估：C
天津科技大学,机械工程,学科评估：C
天津科技大学,工商管理,学科评估：C-
天津科技大学,仪器科学与技术,学科评估：C-
天津科技大学,环境科学与工程,学科评估：C-
天津财经大学,经济学,学科评估：B+
天津财经大学,工商管理,学科评估：B+
天津财经大学,管理科学与工程,学科评估：B-
天津财经大学,理论经济学,学科评估：C+
天津财经大学,公共管理,学科评估：C
天津商业大学,工商管理,学科评估：C
天津商业大学,动力工程及工程热物理,学科评估：C-
天津商业大学,经济学,学科评估：C-
江南大学,轻工技术与工程,学科评估：A+
江南大学,食品科学与工程,学科评估：A+
江南大学,设计学,学科评估：A-
江南大学,化学工程与技术,学科评估：B+
江南大学,控制科学与工程,学科评估：B+
江南大学,软件工程,学科评估：B
江南大学,纺织科学与工程,学科评估：B
江南大学,计算机科学与技术,学科评估：B-
江南大学,美术学,学科评估：B-
江南大学,环境科学与工程,学科评估：B-
江南大学,马克思主义理论,学科评估：B-
江南大学,工商管理,学科评估：C+
江南大学,教育学,学科评估：C+
江南大学,药学,学科评估：C+
江南大学,机械工程,学科评估：C+
江南大学,光学工程,学科评估：C
江南大学,经济学,学科评估：C
江南大学,材料科学与工程,学科评估：C
天津外国语大学,外国语言文学,学科评估：B
天津外国语大学,中国语言文学,学科评估：C-
中国民航大学,控制科学与工程,学科评估：C+
中国民航大学,交通运输工程,学科评估：C+
中国民航大学,安全科学与工程,学科评估：C+
中国民航大学,计算机科学与技术,学科评估：C+
中国民航大学,信息与通信工程,学科评估：C
中国民航大学,航空宇航科学与技术,学科评估：C-
中国民航大学,数学,学科评估：C-
天津中医药大学,中药学,学科评估：A-
天津中医药大学,中医学,学科评估：B+
天津中医药大学,中西医结合,学科评估：B+
天津中医药大学,护理学,学科评估：C+
天津中医药大学,药学,学科评估：C+
天津职业技术师范大学,控制科学与工程,学科评估：C-
天津职业技术师范大学,教育学,学科评估：C-
天津职业技术师范大学,机械工程,学科评估：C-
天津城建大学,土木工程,学科评估：C+
天津城建大学,城乡规划学,学科评估：C
天津城建大学,管理科学与工程,学科评估：C-
天津体育学院,体育学,学科评估：A-
天津农学院,水产,学科评估：C
天津音乐学院,音乐与舞蹈学,学科评估：B+
天津美术学院,美术学,学科评估：B+
天津美术学院,设计学,学科评估：B-
广西大学,化学工程与技术,学科评估：B
广西大学,经济学,学科评估：B
广西大学,马克思主义理论,学科评估：B-
广西大学,生物学,学科评估：B-
广西大学,土木工程,学科评估：B-
广西大学,公共管理,学科评估：B-
广西大学,生态学,学科评估：B-
广西大学,计算机科学与技术,学科评估：B-
广西大学,畜牧学,学科评估：C+
广西大学,数学,学科评估：C+
广西大学,外国语言文学,学科评估：C+
广西大学,轻工技术与工程,学科评估：C+
广西大学,软件工程,学科评估：C+
广西大学,兽医学,学科评估：C+
广西大学,电气工程,学科评估：C+
广西大学,工商管理,学科评估：C+
广西大学,作物学,学科评估：C
广西大学,机械工程,学科评估：C
广西大学,环境科学与工程,学科评估：C
广西大学,物理学,学科评估：C
广西大学,中国语言文学,学科评估：C
广西大学,植物保护,学科评估：C
广西大学,新闻传播学,学科评估：C
广西大学,哲学,学科评估：C-
广西大学,法学,学科评估：C-
广西大学,统计学,学科评估：C-
广西大学,材料科学与工程,学科评估：C-
兰州大学,草学,学科评估：A+
兰州大学,生态学,学科评估：A
兰州大学,物理学,学科评估：B+
兰州大学,生物学,学科评估：B+
兰州大学,化学,学科评估：B+
兰州大学,公共管理,学科评估：B+
兰州大学,民族学,学科评估：B+
兰州大学,数学,学科评估：B+
兰州大学,地理学,学科评估：B+
兰州大学,马克思主义理论,学科评估：B+
兰州大学,中国史,学科评估：B
兰州大学,力学,学科评估：B
兰州大学,计算机科学与技术,学科评估：B
兰州大学,工商管理,学科评估：B
兰州大学,新闻传播学,学科评估：B-
兰州大学,基础医学,学科评估：B-
兰州大学,经济学,学科评估：B-
兰州大学,中国语言文学,学科评估：B-
兰州大学,大气科学,学科评估：B-
兰州大学,法学,学科评估：B-
兰州大学,电子科学与技术,学科评估：C+
兰州大学,核科学与技术,学科评估：C+
兰州大学,药学,学科评估：C+
兰州大学,材料科学与工程,学科评估：C+
兰州大学,外国语言文学,学科评估：C+
兰州大学,环境科学与工程,学科评估：C+
兰州大学,哲学,学科评估：C+
兰州大学,临床医学,学科评估：C+
兰州大学,社会学,学科评估：C
兰州大学,化学工程与技术,学科评估：C
兰州大学,信息与通信工程,学科评估：C-
兰州大学,地质学,学科评估：C-
兰州大学,口腔医学,学科评估：C-
兰州大学,畜牧学,学科评估：C-
兰州大学,理论经济学,学科评估：C-
华南师范大学,心理学,学科评估：A+
华南师范大学,体育学,学科评估：A-
华南师范大学,马克思主义理论,学科评估：A-
华南师范大学,教育学,学科评估：A-
华南师范大学,物理学,学科评估：B+
华南师范大学,数学,学科评估：B+
华南师范大学,中国语言文学,学科评估：B
华南师范大学,化学,学科评估：B
华南师范大学,地理学,学科评估：B
华南师范大学,生物学,学科评估：B-
华南师范大学,生态学,学科评估：B-
华南师范大学,外国语言文学,学科评估：B-
华南师范大学,音乐与舞蹈学,学科评估：B-
华南师范大学,政治学,学科评估：B-
华南师范大学,理论经济学,学科评估：B-
华南师范大学,哲学,学科评估：B-
华南师范大学,世界史,学科评估：C+
华南师范大学,美术学,学科评估：C+
华南师范大学,经济学,学科评估：C+
华南师范大学,中国史,学科评估：C
华南师范大学,法学,学科评估：C-
四川大学,口腔医学,学科评估：A+
四川大学,中国语言文学,学科评估：A
四川大学,护理学,学科评估：A-
四川大学,数学,学科评估：A-
四川大学,化学工程与技术,学科评估：A-
四川大学,管理科学与工程,学科评估：A-
四川大学,工商管理,学科评估：A-
四川大学,药学,学科评估：A-
四川大学,临床医学,学科评估：A-
四川大学,生物医学工程,学科评估：A-
四川大学,软件工程,学科评估：A-
四川大学,材料科学与工程,学科评估：A-
四川大学,生物学,学科评估：A-
四川大学,马克思主义理论,学科评估：A-
四川大学,化学,学科评估：A-
四川大学,公共管理,学科评估：A-
四川大学,考古学,学科评估：B+
四川大学,法学,学科评估：B+
四川大学,新闻传播学,学科评估：B+
四川大学,水利工程,学科评估：B+
四川大学,计算机科学与技术,学科评估：B+
四川大学,基础医学,学科评估：B+
四川大学,外国语言文学,学科评估：B+
四川大学,中西医结合,学科评估：B+
四川大学,美术学,学科评估：B+
四川大学,中国史,学科评估：B+
四川大学,生态学,学科评估：B+
四川大学,环境科学与工程,学科评估：B+
四川大学,信息与通信工程,学科评估：B
四川大学,设计学,学科评估：B
四川大学,机械工程,学科评估：B
四川大学,轻工技术与工程,学科评估：B
四川大学,土木工程,学科评估：B
四川大学,世界史,学科评估：B
四川大学,理论经济学,学科评估：B
四川大学,公共卫生与预防医学,学科评估：B
四川大学,物理学,学科评估：B
四川大学,光学工程,学科评估：B
四川大学,哲学,学科评估：B
四川大学,艺术学理论,学科评估：B
四川大学,核科学与技术,学科评估：B-
四川大学,经济学,学科评估：B-
四川大学,力学,学科评估：B-
四川大学,政治学,学科评估：B-
四川大学,电气工程,学科评估：B-
四川大学,统计学,学科评估：B-
四川大学,城乡规划学,学科评估：C+
四川大学,动力工程及工程热物理,学科评估：C+
四川大学,仪器科学与技术,学科评估：C+
四川大学,社会学,学科评估：C+
四川大学,民族学,学科评估：C+
四川大学,食品科学与工程,学科评估：C+
四川大学,图书情报与档案管理,学科评估：C+
四川大学,风景园林学,学科评估：C
四川大学,控制科学与工程,学科评估：C
四川大学,系统科学,学科评估：C
四川大学,电子科学与技术,学科评估：C
四川大学,纺织科学与工程,学科评估：C-
四川农业大学,畜牧学,学科评估：A-
四川农业大学,作物学,学科评估：B+
四川农业大学,农业资源与环境,学科评估：B
四川农业大学,风景园林学,学科评估：B
四川农业大学,兽医学,学科评估：B
四川农业大学,林学,学科评估：B
四川农业大学,草学,学科评估：B
四川农业大学,农林经济管理,学科评估：B-
四川农业大学,生物学,学科评估：B-
四川农业大学,园艺学,学科评估：C+
四川农业大学,植物保护,学科评估：C
四川农业大学,食品科学与工程,学科评估：C
西南财经大学,经济学,学科评估：A-
西南财经大学,工商管理,学科评估：A-
西南财经大学,理论经济学,学科评估：B+
西南财经大学,法学,学科评估：B
西南财经大学,马克思主义理论,学科评估：B-
西南财经大学,公共管理,学科评估：B-
西南财经大学,管理科学与工程,学科评估：C+
西南财经大学,社会学,学科评估：C+
西南财经大学,计算机科学与技术,学科评估：C-
厦门大学,海洋科学,学科评估：A+
厦门大学,统计学,学科评估：A
厦门大学,经济学,学科评估：A
厦门大学,工商管理,学科评估：A
厦门大学,化学,学科评估：A
厦门大学,生物学,学科评估：A-
厦门大学,法学,学科评估：A-
厦门大学,外国语言文学,学科评估：B+
厦门大学,理论经济学,学科评估：B+
厦门大学,戏剧与影视学,学科评估：B+
厦门大学,政治学,学科评估：B+
厦门大学,计算机科学与技术,学科评估：B+
厦门大学,公共管理,学科评估：B+
厦门大学,数学,学科评估：B+
厦门大学,环境科学与工程,学科评估：B+
厦门大学,生态学,学科评估：B+
厦门大学,新闻传播学,学科评估：B+
厦门大学,中国史,学科评估：B+
厦门大学,教育学,学科评估：B+
厦门大学,物理学,学科评估：B+
厦门大学,化学工程与技术,学科评估：B+
厦门大学,马克思主义理论,学科评估：B
厦门大学,信息与通信工程,学科评估：B
厦门大学,材料科学与工程,学科评估：B
厦门大学,电子科学与技术,学科评估：B
厦门大学,社会学,学科评估：B
厦门大学,世界史,学科评估：B
厦门大学,软件工程,学科评估：B
厦门大学,管理科学与工程,学科评估：B
厦门大学,仪器科学与技术,学科评估：B
厦门大学,中国语言文学,学科评估：B
厦门大学,哲学,学科评估：B
厦门大学,机械工程,学科评估：B-
厦门大学,药学,学科评估：B-
厦门大学,控制科学与工程,学科评估：B-
厦门大学,民族学,学科评估：B-
厦门大学,公共卫生与预防医学,学科评估：B-
厦门大学,音乐与舞蹈学,学科评估：B-
厦门大学,艺术学理论,学科评估：C+
厦门大学,考古学,学科评估：C+
厦门大学,建筑学,学科评估：C+
厦门大学,基础医学,学科评估：C+
厦门大学,临床医学,学科评估：C
厦门大学,光学工程,学科评估：C
厦门大学,美术学,学科评估：C
厦门大学,土木工程,学科评估：C
厦门大学,生物医学工程,学科评估：C
厦门大学,中医学,学科评估：C-
厦门大学,力学,学科评估：C-
厦门大学,设计学,学科评估：C-
福州大学,化学,学科评估：A-
福州大学,管理科学与工程,学科评估：B+
福州大学,工商管理,学科评估：B+
福州大学,土木工程,学科评估：B
福州大学,数学,学科评估：B
福州大学,机械工程,学科评估：B
福州大学,化学工程与技术,学科评估：B
福州大学,法学,学科评估：B-
福州大学,电气工程,学科评估：B-
福州大学,软件工程,学科评估：B-
福州大学,电子科学与技术,学科评估：B-
福州大学,计算机科学与技术,学科评估：B-
福州大学,马克思主义理论,学科评估：C+
福州大学,信息与通信工程,学科评估：C+
福州大学,设计学,学科评估：C+
福州大学,材料科学与工程,学科评估：C+
福州大学,城乡规划学,学科评估：C
福州大学,食品科学与工程,学科评估：C
福州大学,公共管理,学科评估：C
福州大学,美术学,学科评估：C
福州大学,环境科学与工程,学科评估：C
福州大学,建筑学,学科评估：C
福州大学,生物学,学科评估：C-
福州大学,外国语言文学,学科评估：C-
中山大学,工商管理,学科评估：A+
中山大学,生态学,学科评估：A+
中山大学,公共管理,学科评估：A
中山大学,马克思主义理论,学科评估：A
中山大学,化学,学科评估：A-
中山大学,临床医学,学科评估：A-
中山大学,药学,学科评估：A-
中山大学,数学,学科评估：A-
中山大学,基础医学,学科评估：A-
中山大学,生物学,学科评估：A-
中山大学,中国史,学科评估：A-
中山大学,物理学,学科评估：A-
中山大学,中国语言文学,学科评估：A-
中山大学,哲学,学科评估：A-
中山大学,法学,学科评估：B+
中山大学,图书情报与档案管理,学科评估：B+
中山大学,地理学,学科评估：B+
中山大学,计算机科学与技术,学科评估：B+
中山大学,民族学,学科评估：B+
中山大学,经济学,学科评估：B+
中山大学,社会学,学科评估：B+
中山大学,外国语言文学,学科评估：B+
中山大学,理论经济学,学科评估：B+
中山大学,公共卫生与预防医学,学科评估：B+
中山大学,口腔医学,学科评估：B+
中山大学,环境科学与工程,学科评估：B+
中山大学,海洋科学,学科评估：B+
中山大学,新闻传播学,学科评估：B
中山大学,材料科学与工程,学科评估：B
中山大学,电子科学与技术,学科评估：B
中山大学,软件工程,学科评估：B
中山大学,管理科学与工程,学科评估：B
中山大学,政治学,学科评估：B
中山大学,统计学,学科评估：B
中山大学,考古学,学科评估：B
中山大学,护理学,学科评估：B
中山大学,心理学,学科评估：B-
中山大学,信息与通信工程,学科评估：B-
中山大学,光学工程,学科评估：B-
中山大学,生物医学工程,学科评估：B-
中山大学,世界史,学科评估：B-
中山大学,力学,学科评估：B-
中山大学,大气科学,学科评估：C
中山大学,地质学,学科评估：C
中山大学,化学工程与技术,学科评估：C
中山大学,中西医结合,学科评估：C
中山大学,交通运输工程,学科评估：C
中山大学,水利工程,学科评估：C
华南理工大学,轻工技术与工程,学科评估：A+
华南理工大学,建筑学,学科评估：A-
华南理工大学,管理科学与工程,学科评估：A-
华南理工大学,材料科学与工程,学科评估：A-
华南理工大学,机械工程,学科评估：A-
华南理工大学,食品科学与工程,学科评估：A-
华南理工大学,化学工程与技术,学科评估：A-
华南理工大学,环境科学与工程,学科评估：A-
华南理工大学,土木工程,学科评估：B+
华南理工大学,城乡规划学,学科评估：B+
华南理工大学,工商管理,学科评估：B+
华南理工大学,信息与通信工程,学科评估：B+
华南理工大学,计算机科学与技术,学科评估：B+
华南理工大学,数学,学科评估：B+
华南理工大学,生物医学工程,学科评估：B+
华南理工大学,软件工程,学科评估：B+
华南理工大学,控制科学与工程,学科评估：B+
华南理工大学,风景园林学,学科评估：B+
华南理工大学,马克思主义理论,学科评估：B
华南理工大学,电子科学与技术,学科评估：B
华南理工大学,化学,学科评估：B
华南理工大学,电气工程,学科评估：B
华南理工大学,新闻传播学,学科评估：B-
华南理工大学,交通运输工程,学科评估：B-
华南理工大学,外国语言文学,学科评估：B-
华南理工大学,公共管理,学科评估：B-
华南理工大学,生物学,学科评估：B-
华南理工大学,法学,学科评估：B-
华南理工大学,动力工程及工程热物理,学科评估：C+
华南理工大学,物理学,学科评估：C+
华南理工大学,力学,学科评估：C+
华南理工大学,安全科学与工程,学科评估：C+
华南理工大学,水利工程,学科评估：C-
暨南大学,新闻传播学,学科评估：A-
暨南大学,中国语言文学,学科评估：B+
暨南大学,生物学,学科评估：B+
暨南大学,经济学,学科评估：B+
暨南大学,工商管理,学科评估：B+
暨南大学,政治学,学科评估：B
暨南大学,计算机科学与技术,学科评估：B
暨南大学,中药学,学科评估：B
暨南大学,中国史,学科评估：B
暨南大学,生物医学工程,学科评估：B-
暨南大学,生态学,学科评估：B-
暨南大学,基础医学,学科评估：B-
暨南大学,药学,学科评估：B-
暨南大学,外国语言文学,学科评估：B-
暨南大学,理论经济学,学科评估：B-
暨南大学,统计学,学科评估：B-
暨南大学,法学,学科评估：B-
暨南大学,管理科学与工程,学科评估：B-
暨南大学,中西医结合,学科评估：C+
暨南大学,食品科学与工程,学科评估：C+
暨南大学,数学,学科评估：C+
暨南大学,公共管理,学科评估：C+
暨南大学,化学,学科评估：C+
暨南大学,环境科学与工程,学科评估：C+
暨南大学,世界史,学科评估：C+
暨南大学,力学,学科评估：C+
暨南大学,光学工程,学科评估：C+
暨南大学,临床医学,学科评估：C+
暨南大学,信息与通信工程,学科评估：C
暨南大学,材料科学与工程,学科评估：C-
西北工业大学,航空宇航科学与技术,学科评估：A+
西北工业大学,材料科学与工程,学科评估：A
西北工业大学,计算机科学与技术,学科评估：A-
西北工业大学,管理科学与工程,学科评估：B+
西北工业大学,电子科学与技术,学科评估：B+
西北工业大学,力学,学科评估：B+
西北工业大学,软件工程,学科评估：B+
西北工业大学,机械工程,学科评估：B+
西北工业大学,控制科学与工程,学科评估：B+
西北工业大学,兵器科学与技术,学科评估：B
西北工业大学,信息与通信工程,学科评估：B
西北工业大学,数学,学科评估：B
西北工业大学,电气工程,学科评估：B
西北工业大学,物理学,学科评估：B
西北工业大学,设计学,学科评估：B-
西北工业大学,船舶与海洋工程,学科评估：B-
西北工业大学,交通运输工程,学科评估：B-
西北工业大学,仪器科学与技术,学科评估：B-
西北工业大学,化学,学科评估：B-
西北工业大学,光学工程,学科评估：B-
西北工业大学,动力工程及工程热物理,学科评估：B-
西北工业大学,工商管理,学科评估：B-
西北工业大学,生物医学工程,学科评估：C+
西北工业大学,生物学,学科评估：C-
西北工业大学,土木工程,学科评估：C-
西北工业大学,公共管理,学科评估：C-
南昌大学,食品科学与工程,学科评估：A
南昌大学,材料科学与工程,学科评估：B-
南昌大学,化学工程与技术,学科评估：B-
南昌大学,临床医学,学科评估：B-
南昌大学,机械工程,学科评估：B-
南昌大学,新闻传播学,学科评估：B-
南昌大学,公共管理,学科评估：B-
南昌大学,化学,学科评估：B-
南昌大学,管理科学与工程,学科评估：B-
南昌大学,生物学,学科评估：B-
南昌大学,环境科学与工程,学科评估：B-
南昌大学,物理学,学科评估：C+
南昌大学,计算机科学与技术,学科评估：C+
南昌大学,数学,学科评估：C+
南昌大学,基础医学,学科评估：C+
南昌大学,经济学,学科评估：C+
南昌大学,哲学,学科评估：C+
南昌大学,中国语言文学,学科评估：C+
南昌大学,设计学,学科评估：C
南昌大学,生态学,学科评估：C
南昌大学,药学,学科评估：C
南昌大学,工商管理,学科评估：C
南昌大学,信息与通信工程,学科评估：C
南昌大学,护理学,学科评估：C-
南昌大学,中国史,学科评估：C-
南昌大学,力学,学科评估：C-
南昌大学,外国语言文学,学科评估：C-
南昌大学,水利工程,学科评估：C-
东南大学,土木工程,学科评估：A+
东南大学,生物医学工程,学科评估：A+
东南大学,交通运输工程,学科评估：A+
东南大学,艺术学理论,学科评估：A+
东南大学,建筑学,学科评估：A+
东南大学,电子科学与技术,学科评估：A
东南大学,仪器科学与技术,学科评估：A-
东南大学,城乡规划学,学科评估：A-
东南大学,信息与通信工程,学科评估：A-
东南大学,管理科学与工程,学科评估：A-
东南大学,控制科学与工程,学科评估：A-
东南大学,风景园林学,学科评估：A-
东南大学,软件工程,学科评估：B+
东南大学,计算机科学与技术,学科评估：B+
东南大学,机械工程,学科评估：B+
东南大学,经济学,学科评估：B+
东南大学,化学工程与技术,学科评估：B+
东南大学,哲学,学科评估：B+
东南大学,动力工程及工程热物理,学科评估：B+
东南大学,环境科学与工程,学科评估：B+
东南大学,电气工程,学科评估：B+
东南大学,设计学,学科评估：B
东南大学,工商管理,学科评估：B
东南大学,材料科学与工程,学科评估：B
东南大学,光学工程,学科评估：B
东南大学,力学,学科评估：B-
东南大学,公共管理,学科评估：B-
东南大学,测绘科学与技术,学科评估：C+
中国矿业大学,安全科学与工程,学科评估：A+
中国矿业大学,矿业工程,学科评估：A+
中国矿业大学,地质资源与地质工程,学科评估：A-
中国矿业大学,测绘科学与技术,学科评估：A-
中国矿业大学,化学工程与技术,学科评估：B+
中国矿业大学,管理科学与工程,学科评估：B+
中国矿业大学,土木工程,学科评估：B+
中国矿业大学,机械工程,学科评估：B+
中国矿业大学,环境科学与工程,学科评估：B
中国矿业大学,电气工程,学科评估：B
中国矿业大学,力学,学科评估：B
中国矿业大学,公共管理,学科评估：B
中国矿业大学,数学,学科评估：B
中国矿业大学,计算机科学与技术,学科评估：B
中国矿业大学,工商管理,学科评估：B-
中国矿业大学,马克思主义理论,学科评估：B-
中国矿业大学,信息与通信工程,学科评估：B-
中国矿业大学,控制科学与工程,学科评估：B-
中国矿业大学,地质学,学科评估：C+
中国矿业大学,外国语言文学,学科评估：C+
中国矿业大学,城乡规划学,学科评估：C
中国矿业大学,动力工程及工程热物理,学科评估：C
中国矿业大学,统计学,学科评估：C
中国矿业大学,经济学,学科评估：C
中国矿业大学,材料科学与工程,学科评估：C
中国矿业大学,物理学,学科评估：C-
中国矿业大学,软件工程,学科评估：C-
中国矿业大学,化学,学科评估：C-
南京大学,环境科学与工程,学科评估：A+
南京大学,计算机科学与技术,学科评估：A+
南京大学,图书情报与档案管理,学科评估：A+
南京大学,地理学,学科评估：A+
南京大学,天文学,学科评估：A+
南京大学,大气科学,学科评估：A+
南京大学,中国语言文学,学科评估：A+
南京大学,物理学,学科评估：A+
南京大学,地质学,学科评估：A+
南京大学,工商管理,学科评估：A+
南京大学,外国语言文学,学科评估：A+
南京大学,化学,学科评估：A+
南京大学,哲学,学科评估：A
南京大学,中国史,学科评估：A
南京大学,社会学,学科评估：A
南京大学,软件工程,学科评估：A
南京大学,生物学,学科评估：A
南京大学,法学,学科评估：A-
南京大学,生态学,学科评估：A-
南京大学,数学,学科评估：A-
南京大学,理论经济学,学科评估：A-
南京大学,电子科学与技术,学科评估：A-
南京大学,世界史,学科评估：B+
南京大学,城乡规划学,学科评估：B+
南京大学,新闻传播学,学科评估：B+
南京大学,马克思主义理论,学科评估：B+
南京大学,材料科学与工程,学科评估：B+
南京大学,经济学,学科评估：B+
南京大学,公共管理,学科评估：B+
南京大学,政治学,学科评估：B+
南京大学,管理科学与工程,学科评估：B+
南京大学,考古学,学科评估：B+
南京大学,信息与通信工程,学科评估：B
南京大学,地质资源与地质工程,学科评估：B
南京大学,建筑学,学科评估：B
南京大学,光学工程,学科评估：B
南京大学,统计学,学科评估：B-
南京大学,水利工程,学科评估：B-
南京大学,海洋科学,学科评估：C+
南京大学,生物医学工程,学科评估：C+
南京大学,控制科学与工程,学科评估：C
南京理工大学,兵器科学与技术,学科评估：A+
南京理工大学,化学工程与技术,学科评估：A-
南京理工大学,光学工程,学科评估：B+
南京理工大学,控制科学与工程,学科评估：B+
南京理工大学,机械工程,学科评估：B+
南京理工大学,计算机科学与技术,学科评估：B+
南京理工大学,环境科学与工程,学科评估：B
南京理工大学,管理科学与工程,学科评估：B
南京理工大学,软件工程,学科评估：B
南京理工大学,力学,学科评估：B
南京理工大学,电子科学与技术,学科评估：B
南京理工大学,材料科学与工程,学科评估：B
南京理工大学,信息与通信工程,学科评估：B
南京理工大学,数学,学科评估：B-
南京理工大学,马克思主义理论,学科评估：B-
南京理工大学,仪器科学与技术,学科评估：B-
南京理工大学,工商管理,学科评估：C+
南京理工大学,动力工程及工程热物理,学科评估：C+
南京理工大学,安全科学与工程,学科评估：C+
南京理工大学,设计学,学科评估：C+
南京理工大学,图书情报与档案管理,学科评估：C+
南京理工大学,电气工程,学科评估：C
南京理工大学,航空宇航科学与技术,学科评估：C
南京理工大学,物理学,学科评估：C-
南京理工大学,土木工程,学科评估：C-
南京理工大学,化学,学科评估：C-
南京理工大学,外国语言文学,学科评估：C-
南京农业大学,农业资源与环境,学科评估：A+
南京农业大学,植物保护,学科评估：A+
南京农业大学,农林经济管理,学科评估：A+
南京农业大学,作物学,学科评估：A+
南京农业大学,公共管理,学科评估：A
南京农业大学,食品科学与工程,学科评估：A-
南京农业大学,园艺学,学科评估：A-
南京农业大学,畜牧学,学科评估：B+
南京农业大学,兽医学,学科评估：B+
南京农业大学,农业工程,学科评估：B
